"Date","Price","Open","High","Low","Vol.","Change %"
"03/04/2022","1.3225","1.3346","1.3356","1.3201","","-0.91%"
"03/03/2022","1.3346","1.3406","1.3420","1.3316","","-0.43%"
"03/02/2022","1.3403","1.3325","1.3409","1.3270","","0.62%"
"03/01/2022","1.3321","1.3421","1.3439","1.3300","","-0.73%"
"02/28/2022","1.3419","1.3407","1.3434","1.3312","","0.10%"
"02/25/2022","1.3405","1.3378","1.3441","1.3365","","0.22%"
"02/24/2022","1.3375","1.3544","1.3551","1.3271","","-1.23%"
"02/23/2022","1.3542","1.3584","1.3622","1.3534","","-0.29%"
"02/22/2022","1.3582","1.3604","1.3606","1.3537","","-0.12%"
"02/21/2022","1.3598","1.3595","1.3640","1.3585","","0.06%"
"02/18/2022","1.3590","1.3614","1.3644","1.3572","","-0.18%"
"02/17/2022","1.3614","1.3586","1.3640","1.3555","","0.23%"
"02/16/2022","1.3583","1.3536","1.3602","1.3527","","0.37%"
"02/15/2022","1.3533","1.3525","1.3569","1.3485","","0.05%"
"02/14/2022","1.3526","1.3558","1.3574","1.3493","","-0.25%"
"02/11/2022","1.3560","1.3554","1.3611","1.3513","","0.04%"
"02/10/2022","1.3555","1.3534","1.3645","1.3522","","0.17%"
"02/09/2022","1.3532","1.3542","1.3591","1.3526","","-0.07%"
"02/08/2022","1.3541","1.3537","1.3565","1.3506","","0.05%"
"02/07/2022","1.3534","1.3530","1.3553","1.3489","","0.04%"
"02/04/2022","1.3529","1.3598","1.3616","1.3504","","-0.49%"
"02/03/2022","1.3595","1.3577","1.3629","1.3537","","0.13%"
"02/02/2022","1.3577","1.3516","1.3589","1.3515","","0.42%"
"02/01/2022","1.3520","1.3447","1.3530","1.3433","","0.56%"
"01/31/2022","1.3445","1.3399","1.3462","1.3386","","0.31%"
"01/28/2022","1.3404","1.3381","1.3434","1.3363","","0.14%"
"01/27/2022","1.3385","1.3465","1.3470","1.3357","","-0.56%"
"01/26/2022","1.3461","1.3493","1.3526","1.3443","","-0.26%"
"01/25/2022","1.3496","1.3487","1.3520","1.3435","","0.08%"
"01/24/2022","1.3485","1.3556","1.3566","1.3439","","-0.51%"
"01/21/2022","1.3554","1.3600","1.3604","1.3544","","-0.30%"
"01/20/2022","1.3595","1.3612","1.3663","1.3585","","-0.08%"
"01/19/2022","1.3606","1.3595","1.3650","1.3586","","0.09%"
"01/18/2022","1.3594","1.3647","1.3663","1.3572","","-0.37%"
"01/17/2022","1.3645","1.3675","1.3692","1.3636","","-0.20%"
"01/14/2022","1.3673","1.3707","1.3744","1.3652","","-0.23%"
"01/13/2022","1.3705","1.3700","1.3750","1.3699","","0.03%"
"01/12/2022","1.3701","1.3635","1.3715","1.3621","","0.48%"
"01/11/2022","1.3635","1.3576","1.3637","1.3561","","0.44%"
"01/10/2022","1.3575","1.3589","1.3605","1.3532","","-0.07%"
"01/07/2022","1.3585","1.3532","1.3598","1.3527","","0.42%"
"01/06/2022","1.3528","1.3556","1.3561","1.3489","","-0.19%"
"01/05/2022","1.3554","1.3534","1.3600","1.3521","","0.16%"
"01/04/2022","1.3532","1.3474","1.3558","1.3458","","0.45%"
"01/03/2022","1.3471","1.3531","1.3543","1.3431","","-0.43%"
"12/31/2021","1.3529","1.3496","1.3551","1.3465","","0.26%"
"12/30/2021","1.3494","1.3488","1.3522","1.3454","","0.06%"
"12/29/2021","1.3486","1.3436","1.3500","1.3408","","0.39%"
"12/28/2021","1.3434","1.3442","1.3463","1.3414","","-0.02%"
"12/27/2021","1.3437","1.3387","1.3446","1.3387","","0.39%"
"12/24/2021","1.3385","1.3410","1.3422","1.3384","","-0.14%"
"12/23/2021","1.3404","1.3354","1.3439","1.3341","","0.42%"
"12/22/2021","1.3348","1.3262","1.3364","1.3240","","0.63%"
"12/21/2021","1.3265","1.3207","1.3272","1.3197","","0.44%"
"12/20/2021","1.3207","1.3247","1.3247","1.3172","","-0.26%"
"12/17/2021","1.3242","1.3322","1.3341","1.3230","","-0.58%"
"12/16/2021","1.3319","1.3259","1.3376","1.3240","","0.42%"
"12/15/2021","1.3263","1.3240","1.3284","1.3171","","0.19%"
"12/14/2021","1.3238","1.3218","1.3257","1.3190","","0.17%"
"12/13/2021","1.3216","1.3237","1.3270","1.3206","","-0.40%"
"12/10/2021","1.3269","1.3220","1.3277","1.3187","","0.38%"
"12/09/2021","1.3219","1.3205","1.3224","1.3170","","0.08%"
"12/08/2021","1.3209","1.3243","1.3262","1.3167","","-0.25%"
"12/07/2021","1.3242","1.3265","1.3291","1.3209","","-0.17%"
"12/06/2021","1.3264","1.3245","1.3288","1.3218","","0.25%"
"12/03/2021","1.3231","1.3309","1.3312","1.3209","","-0.56%"
"12/02/2021","1.3306","1.3280","1.3335","1.3271","","0.22%"
"12/01/2021","1.3277","1.3299","1.3353","1.3261","","-0.14%"
"11/30/2021","1.3295","1.3314","1.3372","1.3195","","-0.12%"
"11/29/2021","1.3311","1.3342","1.3364","1.3286","","-0.22%"
"11/26/2021","1.3340","1.3320","1.3369","1.3278","","0.15%"
"11/25/2021","1.3320","1.3328","1.3355","1.3305","","-0.04%"
"11/24/2021","1.3325","1.3378","1.3391","1.3316","","-0.37%"
"11/23/2021","1.3374","1.3395","1.3411","1.3341","","-0.16%"
"11/22/2021","1.3396","1.3455","1.3460","1.3384","","-0.42%"
"11/19/2021","1.3452","1.3492","1.3511","1.3407","","-0.27%"
"11/18/2021","1.3488","1.3484","1.3515","1.3463","","0.06%"
"11/17/2021","1.3480","1.3431","1.3498","1.3396","","0.39%"
"11/16/2021","1.3427","1.3423","1.3474","1.3405","","0.07%"
"11/15/2021","1.3418","1.3423","1.3450","1.3403","","0.04%"
"11/12/2021","1.3413","1.3373","1.3427","1.3353","","0.31%"
"11/11/2021","1.3371","1.3405","1.3434","1.3358","","-0.22%"
"11/10/2021","1.3401","1.3558","1.3566","1.3400","","-1.13%"
"11/09/2021","1.3554","1.3563","1.3609","1.3523","","-0.05%"
"11/08/2021","1.3561","1.3498","1.3581","1.3449","","0.50%"
"11/05/2021","1.3494","1.3494","1.3510","1.3424","","-0.03%"
"11/04/2021","1.3498","1.3686","1.3699","1.3470","","-1.36%"
"11/03/2021","1.3684","1.3612","1.3693","1.3606","","0.51%"
"11/02/2021","1.3614","1.3665","1.3680","1.3605","","-0.42%"
"11/01/2021","1.3672","1.3683","1.3694","1.3642","","-0.14%"
"10/29/2021","1.3691","1.3791","1.3805","1.3668","","-0.70%"
"10/28/2021","1.3788","1.3749","1.3816","1.3721","","0.31%"
"10/27/2021","1.3746","1.3769","1.3782","1.3708","","-0.15%"
"10/26/2021","1.3766","1.3769","1.3830","1.3757","","-0.01%"
"10/25/2021","1.3768","1.3755","1.3793","1.3741","","0.12%"
"10/22/2021","1.3751","1.3792","1.3816","1.3736","","-0.29%"
"10/21/2021","1.3791","1.3824","1.3835","1.3776","","-0.24%"
"10/20/2021","1.3824","1.3797","1.3836","1.3742","","0.21%"
"10/19/2021","1.3795","1.3728","1.3835","1.3722","","0.51%"
"10/18/2021","1.3725","1.3751","1.3766","1.3708","","-0.17%"
"10/15/2021","1.3749","1.3673","1.3774","1.3667","","0.56%"
"10/14/2021","1.3673","1.3657","1.3736","1.3654","","0.10%"
"10/13/2021","1.3659","1.3588","1.3665","1.3576","","0.54%"
"10/12/2021","1.3585","1.3599","1.3638","1.3569","","-0.07%"
"10/11/2021","1.3595","1.3613","1.3675","1.3584","","-0.12%"
"10/08/2021","1.3611","1.3618","1.3657","1.3583","","-0.04%"
"10/07/2021","1.3617","1.3578","1.3640","1.3570","","0.27%"
"10/06/2021","1.3580","1.3632","1.3637","1.3543","","-0.36%"
"10/05/2021","1.3629","1.3615","1.3649","1.3584","","0.12%"
"10/04/2021","1.3613","1.3548","1.3641","1.3532","","0.50%"
"10/01/2021","1.3545","1.3472","1.3577","1.3434","","0.54%"
"09/30/2021","1.3472","1.3424","1.3519","1.3415","","0.37%"
"09/29/2021","1.3422","1.3535","1.3556","1.3412","","-0.83%"
"09/28/2021","1.3534","1.3699","1.3719","1.3520","","-1.18%"
"09/27/2021","1.3695","1.3680","1.3729","1.3657","","0.10%"
"09/24/2021","1.3682","1.3721","1.3737","1.3657","","-0.25%"
"09/23/2021","1.3716","1.3628","1.3751","1.3612","","0.67%"
"09/22/2021","1.3625","1.3658","1.3691","1.3609","","-0.25%"
"09/21/2021","1.3659","1.3657","1.3693","1.3641","","0.01%"
"09/20/2021","1.3657","1.3746","1.3755","1.3640","","-0.62%"
"09/17/2021","1.3742","1.3792","1.3814","1.3727","","-0.33%"
"09/16/2021","1.3788","1.3837","1.3853","1.3764","","-0.35%"
"09/15/2021","1.3837","1.3811","1.3855","1.3792","","0.22%"
"09/14/2021","1.3806","1.3835","1.3914","1.3802","","-0.22%"
"09/13/2021","1.3836","1.3843","1.3852","1.3796","","-0.02%"
"09/10/2021","1.3839","1.3838","1.3889","1.3826","","0.03%"
"09/09/2021","1.3835","1.3770","1.3864","1.3753","","0.49%"
"09/08/2021","1.3768","1.3788","1.3792","1.3726","","-0.10%"
"09/07/2021","1.3782","1.3836","1.3858","1.3767","","-0.38%"
"09/06/2021","1.3834","1.3863","1.3871","1.3819","","-0.22%"
"09/03/2021","1.3865","1.3833","1.3893","1.3817","","0.26%"
"09/02/2021","1.3829","1.3776","1.3841","1.3767","","0.44%"
"09/01/2021","1.3768","1.3753","1.3800","1.3730","","0.10%"
"08/31/2021","1.3754","1.3761","1.3807","1.3742","","-0.03%"
"08/30/2021","1.3758","1.3758","1.3776","1.3734","","0.01%"
"08/27/2021","1.3757","1.3698","1.3781","1.3679","","0.42%"
"08/26/2021","1.3699","1.3761","1.3770","1.3688","","-0.44%"
"08/25/2021","1.3759","1.3729","1.3767","1.3697","","0.23%"
"08/24/2021","1.3727","1.3717","1.3749","1.3693","","0.07%"
"08/23/2021","1.3717","1.3633","1.3734","1.3613","","0.70%"
"08/20/2021","1.3621","1.3642","1.3649","1.3601","","-0.12%"
"08/19/2021","1.3638","1.3757","1.3760","1.3632","","-0.85%"
"08/18/2021","1.3755","1.3741","1.3786","1.3727","","0.12%"
"08/17/2021","1.3739","1.3850","1.3855","1.3726","","-0.80%"
"08/16/2021","1.3850","1.3839","1.3879","1.3828","","-0.09%"
"08/13/2021","1.3863","1.3809","1.3876","1.3791","","0.43%"
"08/12/2021","1.3804","1.3873","1.3879","1.3794","","-0.49%"
"08/11/2021","1.3872","1.3845","1.3888","1.3802","","0.21%"
"08/10/2021","1.3843","1.3846","1.3873","1.3827","","-0.01%"
"08/09/2021","1.3844","1.3880","1.3895","1.3841","","-0.19%"
"08/06/2021","1.3871","1.3930","1.3937","1.3860","","-0.41%"
"08/05/2021","1.3928","1.3889","1.3950","1.3872","","0.31%"
"08/04/2021","1.3885","1.3916","1.3958","1.3885","","-0.21%"
"08/03/2021","1.3914","1.3883","1.3939","1.3879","","0.24%"
"08/02/2021","1.3881","1.3901","1.3934","1.3875","","-0.14%"
"07/30/2021","1.3901","1.3961","1.3985","1.3887","","-0.43%"
"07/29/2021","1.3961","1.3900","1.3983","1.3895","","0.45%"
"07/28/2021","1.3898","1.3881","1.3911","1.3844","","0.17%"
"07/27/2021","1.3874","1.3818","1.3895","1.3766","","0.42%"
"07/26/2021","1.3816","1.3754","1.3835","1.3736","","0.52%"
"07/23/2021","1.3745","1.3767","1.3781","1.3720","","-0.13%"
"07/22/2021","1.3763","1.3714","1.3787","1.3690","","0.39%"
"07/21/2021","1.3710","1.3629","1.3724","1.3591","","0.62%"
"07/20/2021","1.3626","1.3678","1.3690","1.3571","","-0.34%"
"07/19/2021","1.3672","1.3787","1.3787","1.3655","","-0.73%"
"07/16/2021","1.3772","1.3830","1.3863","1.3759","","-0.40%"
"07/15/2021","1.3828","1.3858","1.3900","1.3805","","-0.20%"
"07/14/2021","1.3856","1.3814","1.3893","1.3801","","0.35%"
"07/13/2021","1.3808","1.3885","1.3907","1.3800","","-0.52%"
"07/12/2021","1.3880","1.3902","1.3911","1.3838","","-0.14%"
"07/09/2021","1.3899","1.3788","1.3909","1.3756","","0.83%"
"07/08/2021","1.3785","1.3801","1.3807","1.3741","","-0.11%"
"07/07/2021","1.3800","1.3801","1.3843","1.3754","","0.01%"
"07/06/2021","1.3799","1.3844","1.3900","1.3772","","-0.33%"
"07/05/2021","1.3845","1.3822","1.3863","1.3817","","0.17%"
"07/02/2021","1.3821","1.3769","1.3845","1.3732","","0.39%"
"07/01/2021","1.3767","1.3829","1.3836","1.3752","","-0.43%"
"06/30/2021","1.3827","1.3839","1.3873","1.3798","","-0.06%"
"06/29/2021","1.3835","1.3885","1.3888","1.3814","","-0.35%"
"06/28/2021","1.3883","1.3884","1.3941","1.3870","","0.04%"
"06/25/2021","1.3877","1.3923","1.3937","1.3871","","-0.32%"
"06/24/2021","1.3922","1.3963","1.3987","1.3889","","-0.27%"
"06/23/2021","1.3959","1.3948","1.4002","1.3923","","0.09%"
"06/22/2021","1.3947","1.3931","1.3965","1.3860","","0.13%"
"06/21/2021","1.3929","1.3811","1.3937","1.3786","","0.87%"
"06/18/2021","1.3809","1.3921","1.3945","1.3792","","-0.79%"
"06/17/2021","1.3919","1.3988","1.4009","1.3895","","-0.49%"
"06/16/2021","1.3987","1.4081","1.4133","1.3981","","-0.66%"
"06/15/2021","1.4080","1.4114","1.4130","1.4033","","-0.23%"
"06/14/2021","1.4112","1.4119","1.4124","1.4069","","0.04%"
"06/11/2021","1.4106","1.4177","1.4187","1.4095","","-0.47%"
"06/10/2021","1.4173","1.4121","1.4180","1.4073","","0.39%"
"06/09/2021","1.4118","1.4159","1.4191","1.4109","","-0.26%"
"06/08/2021","1.4155","1.4183","1.4187","1.4121","","-0.16%"
"06/07/2021","1.4178","1.4171","1.4191","1.4111","","0.17%"
"06/04/2021","1.4154","1.4105","1.4202","1.4082","","0.36%"
"06/03/2021","1.4103","1.4171","1.4203","1.4087","","-0.46%"
"06/02/2021","1.4168","1.4153","1.4184","1.4111","","0.16%"
"06/01/2021","1.4146","1.4213","1.4250","1.4146","","-0.44%"
"05/31/2021","1.4209","1.4180","1.4218","1.4164","","0.16%"
"05/28/2021","1.4187","1.4207","1.4212","1.4136","","-0.13%"
"05/27/2021","1.4205","1.4122","1.4220","1.4091","","0.62%"
"05/26/2021","1.4118","1.4153","1.4177","1.4111","","-0.23%"
"05/25/2021","1.4151","1.4157","1.4211","1.4116","","-0.03%"
"05/24/2021","1.4155","1.4159","1.4173","1.4110","","0.06%"
"05/21/2021","1.4147","1.4190","1.4234","1.4139","","-0.30%"
"05/20/2021","1.4189","1.4110","1.4194","1.4101","","0.54%"
"05/19/2021","1.4113","1.4190","1.4202","1.4100","","-0.52%"
"05/18/2021","1.4187","1.4131","1.4220","1.4129","","0.37%"
"05/17/2021","1.4134","1.4090","1.4147","1.4076","","0.27%"
"05/14/2021","1.4096","1.4052","1.4112","1.4036","","0.33%"
"05/13/2021","1.4050","1.4054","1.4079","1.4004","","-0.01%"
"05/12/2021","1.4052","1.4141","1.4155","1.4050","","-0.63%"
"05/11/2021","1.4141","1.4117","1.4167","1.4103","","0.15%"
"05/10/2021","1.4120","1.3980","1.4159","1.3978","","1.06%"
"05/07/2021","1.3972","1.3887","1.4007","1.3886","","0.63%"
"05/06/2021","1.3885","1.3903","1.3942","1.3856","","-0.13%"
"05/05/2021","1.3903","1.3887","1.3927","1.3874","","0.13%"
"05/04/2021","1.3885","1.3911","1.3916","1.3837","","-0.17%"
"05/03/2021","1.3909","1.3827","1.3932","1.3800","","0.69%"
"04/30/2021","1.3814","1.3942","1.3959","1.3801","","-0.90%"
"04/29/2021","1.3940","1.3938","1.3978","1.3931","","0.06%"
"04/28/2021","1.3932","1.3916","1.3951","1.3860","","0.14%"
"04/27/2021","1.3912","1.3898","1.3924","1.3858","","0.12%"
"04/26/2021","1.3896","1.3873","1.3930","1.3864","","0.16%"
"04/23/2021","1.3874","1.3838","1.3896","1.3834","","0.27%"
"04/22/2021","1.3836","1.3931","1.3951","1.3823","","-0.67%"
"04/21/2021","1.3929","1.3937","1.3951","1.3886","","-0.05%"
"04/20/2021","1.3936","1.3987","1.4010","1.3925","","-0.34%"
"04/19/2021","1.3983","1.3827","1.3994","1.3809","","1.11%"
"04/16/2021","1.3830","1.3784","1.3844","1.3716","","0.32%"
"04/15/2021","1.3786","1.3780","1.3809","1.3762","","0.06%"
"04/14/2021","1.3778","1.3749","1.3809","1.3748","","0.22%"
"04/13/2021","1.3748","1.3740","1.3770","1.3694","","0.06%"
"04/12/2021","1.3740","1.3710","1.3778","1.3669","","0.23%"
"04/09/2021","1.3708","1.3734","1.3751","1.3670","","-0.18%"
"04/08/2021","1.3733","1.3736","1.3783","1.3719","","-0.01%"
"04/07/2021","1.3734","1.3825","1.3841","1.3723","","-0.64%"
"04/06/2021","1.3823","1.3902","1.3920","1.3801","","-0.53%"
"04/05/2021","1.3897","1.3827","1.3915","1.3813","","0.49%"
"04/02/2021","1.3829","1.3833","1.3854","1.3813","","-0.01%"
"04/01/2021","1.3830","1.3781","1.3837","1.3745","","0.37%"
"03/31/2021","1.3779","1.3740","1.3813","1.3715","","0.29%"
"03/30/2021","1.3739","1.3763","1.3785","1.3706","","-0.15%"
"03/29/2021","1.3759","1.3793","1.3848","1.3756","","-0.20%"
"03/26/2021","1.3787","1.3731","1.3814","1.3728","","0.40%"
"03/25/2021","1.3732","1.3687","1.3747","1.3670","","0.36%"
"03/24/2021","1.3683","1.3752","1.3762","1.3673","","-0.49%"
"03/23/2021","1.3750","1.3863","1.3868","1.3740","","-0.82%"
"03/22/2021","1.3863","1.3866","1.3878","1.3817","","-0.04%"
"03/19/2021","1.3868","1.3924","1.3959","1.3830","","-0.37%"
"03/18/2021","1.3920","1.3968","1.4002","1.3896","","-0.31%"
"03/17/2021","1.3963","1.3890","1.3972","1.3851","","0.55%"
"03/16/2021","1.3887","1.3899","1.3908","1.3808","","-0.04%"
"03/15/2021","1.3893","1.3920","1.3951","1.3851","","-0.21%"
"03/12/2021","1.3922","1.3989","1.4006","1.3863","","-0.49%"
"03/11/2021","1.3990","1.3934","1.3995","1.3917","","0.43%"
"03/10/2021","1.3930","1.3893","1.3939","1.3845","","0.27%"
"03/09/2021","1.3893","1.3827","1.3927","1.3801","","0.50%"
"03/08/2021","1.3824","1.3837","1.3866","1.3800","","-0.12%"
"03/05/2021","1.3841","1.3896","1.3908","1.3779","","-0.38%"
"03/04/2021","1.3894","1.3954","1.4017","1.3879","","-0.42%"
"03/03/2021","1.3953","1.3953","1.4008","1.3920","","0.00%"
"03/02/2021","1.3953","1.3923","1.3978","1.3858","","0.22%"
"03/01/2021","1.3922","1.3939","1.4000","1.3903","","-0.07%"
"02/26/2021","1.3932","1.4015","1.4028","1.3887","","-0.58%"
"02/25/2021","1.4013","1.4136","1.4182","1.4000","","-0.89%"
"02/24/2021","1.4139","1.4110","1.4237","1.4081","","0.21%"
"02/23/2021","1.4110","1.4063","1.4117","1.4054","","0.35%"
"02/22/2021","1.4061","1.4015","1.4087","1.3980","","0.34%"
"02/19/2021","1.4014","1.3975","1.4037","1.3951","","0.31%"
"02/18/2021","1.3971","1.3853","1.3987","1.3839","","0.85%"
"02/17/2021","1.3853","1.3902","1.3912","1.3829","","-0.35%"
"02/16/2021","1.3901","1.3903","1.3952","1.3868","","-0.01%"
"02/15/2021","1.3903","1.3846","1.3920","1.3846","","0.43%"
"02/12/2021","1.3844","1.3816","1.3864","1.3774","","0.21%"
"02/11/2021","1.3815","1.3832","1.3860","1.3800","","-0.09%"
"02/10/2021","1.3828","1.3816","1.3867","1.3802","","0.10%"
"02/09/2021","1.3814","1.3741","1.3821","1.3736","","0.55%"
"02/08/2021","1.3738","1.3729","1.3750","1.3680","","0.04%"
"02/05/2021","1.3733","1.3672","1.3742","1.3660","","0.46%"
"02/04/2021","1.3670","1.3646","1.3699","1.3566","","0.19%"
"02/03/2021","1.3644","1.3667","1.3685","1.3619","","-0.15%"
"02/02/2021","1.3665","1.3664","1.3712","1.3611","","0.03%"
"02/01/2021","1.3661","1.3713","1.3759","1.3656","","-0.30%"
"01/29/2021","1.3702","1.3721","1.3752","1.3657","","-0.12%"
"01/28/2021","1.3718","1.3688","1.3747","1.3629","","0.23%"
"01/27/2021","1.3686","1.3736","1.3761","1.3658","","-0.34%"
"01/26/2021","1.3733","1.3674","1.3745","1.3609","","0.43%"
"01/25/2021","1.3674","1.3680","1.3725","1.3649","","-0.07%"
"01/22/2021","1.3684","1.3733","1.3738","1.3635","","-0.35%"
"01/21/2021","1.3732","1.3655","1.3747","1.3650","","0.58%"
"01/20/2021","1.3653","1.3629","1.3720","1.3622","","0.18%"
"01/19/2021","1.3628","1.3587","1.3637","1.3572","","0.32%"
"01/18/2021","1.3584","1.3594","1.3599","1.3520","","-0.01%"
"01/15/2021","1.3586","1.3688","1.3700","1.3571","","-0.74%"
"01/14/2021","1.3687","1.3640","1.3711","1.3615","","0.37%"
"01/13/2021","1.3637","1.3667","1.3701","1.3612","","-0.19%"
"01/12/2021","1.3663","1.3521","1.3671","1.3504","","1.10%"
"01/11/2021","1.3514","1.3567","1.3568","1.3451","","-0.36%"
"01/08/2021","1.3563","1.3565","1.3636","1.3538","","0.00%"
"01/07/2021","1.3563","1.3608","1.3634","1.3532","","-0.32%"
"01/06/2021","1.3607","1.3626","1.3672","1.3539","","-0.12%"
"01/05/2021","1.3624","1.3572","1.3642","1.3554","","0.41%"
"01/04/2021","1.3569","1.3665","1.3705","1.3541","","-0.75%"
"01/01/2021","1.3671","1.3672","1.3683","1.3672","","-0.01%"
"12/31/2020","1.3673","1.3624","1.3687","1.3605","","0.37%"
"12/30/2020","1.3622","1.3503","1.3627","1.3493","","0.90%"
"12/29/2020","1.3500","1.3450","1.3524","1.3447","","0.38%"
"12/28/2020","1.3449","1.3546","1.3577","1.3429","","-0.73%"
"12/25/2020","1.3548","1.3557","1.3591","1.3550","","-0.05%"
"12/24/2020","1.3555","1.3496","1.3621","1.3489","","0.47%"
"12/23/2020","1.3492","1.3362","1.3572","1.3352","","0.99%"
"12/22/2020","1.3360","1.3465","1.3470","1.3304","","-0.77%"
"12/21/2020","1.3463","1.3475","1.3498","1.3189","","-0.42%"
"12/18/2020","1.3520","1.3586","1.3592","1.3471","","-0.46%"
"12/17/2020","1.3582","1.3510","1.3626","1.3494","","0.56%"
"12/16/2020","1.3507","1.3460","1.3554","1.3434","","0.34%"
"12/15/2020","1.3461","1.3323","1.3470","1.3280","","1.04%"
"12/14/2020","1.3322","1.3281","1.3447","1.3274","","0.75%"
"12/11/2020","1.3223","1.3296","1.3326","1.3134","","-0.53%"
"12/10/2020","1.3293","1.3403","1.3414","1.3246","","-0.77%"
"12/09/2020","1.3396","1.3355","1.3478","1.3350","","0.32%"
"12/08/2020","1.3353","1.3378","1.3393","1.3290","","-0.17%"
"12/07/2020","1.3376","1.3449","1.3449","1.3225","","-0.45%"
"12/04/2020","1.3437","1.3447","1.3541","1.3411","","-0.11%"
"12/03/2020","1.3452","1.3361","1.3500","1.3353","","0.67%"
"12/02/2020","1.3363","1.3423","1.3442","1.3287","","-0.39%"
"12/01/2020","1.3415","1.3325","1.3442","1.3314","","0.71%"
"11/30/2020","1.3321","1.3314","1.3386","1.3304","","0.05%"
"11/27/2020","1.3314","1.3356","1.3383","1.3288","","-0.31%"
"11/26/2020","1.3355","1.3376","1.3399","1.3321","","-0.20%"
"11/25/2020","1.3382","1.3362","1.3395","1.3304","","0.19%"
"11/24/2020","1.3356","1.3325","1.3382","1.3292","","0.25%"
"11/23/2020","1.3323","1.3274","1.3398","1.3263","","0.31%"
"11/20/2020","1.3282","1.3261","1.3297","1.3245","","0.16%"
"11/19/2020","1.3261","1.3275","1.3281","1.3196","","-0.06%"
"11/18/2020","1.3269","1.3244","1.3313","1.3242","","0.21%"
"11/17/2020","1.3241","1.3195","1.3274","1.3187","","0.38%"
"11/16/2020","1.3191","1.3179","1.3243","1.3162","","0.04%"
"11/13/2020","1.3186","1.3118","1.3203","1.3109","","0.55%"
"11/12/2020","1.3114","1.3222","1.3230","1.3105","","-0.81%"
"11/11/2020","1.3221","1.3270","1.3310","1.3189","","-0.38%"
"11/10/2020","1.3271","1.3166","1.3278","1.3155","","0.82%"
"11/09/2020","1.3163","1.3163","1.3209","1.3118","","0.05%"
"11/06/2020","1.3156","1.3144","1.3178","1.3092","","0.11%"
"11/05/2020","1.3142","1.2989","1.3155","1.2930","","1.21%"
"11/04/2020","1.2985","1.3060","1.3140","1.2914","","-0.56%"
"11/03/2020","1.3058","1.2916","1.3080","1.2903","","1.13%"
"11/02/2020","1.2912","1.2946","1.2954","1.2853","","-0.22%"
"10/30/2020","1.2941","1.2929","1.2989","1.2898","","0.12%"
"10/29/2020","1.2926","1.2983","1.3027","1.2881","","-0.42%"
"10/28/2020","1.2981","1.3046","1.3065","1.2917","","-0.48%"
"10/27/2020","1.3043","1.3019","1.3081","1.3001","","0.15%"
"10/26/2020","1.3023","1.3048","1.3075","1.2993","","-0.13%"
"10/23/2020","1.3040","1.3083","1.3125","1.3018","","-0.31%"
"10/22/2020","1.3081","1.3151","1.3155","1.3069","","-0.48%"
"10/21/2020","1.3144","1.2945","1.3178","1.2937","","1.55%"
"10/20/2020","1.2944","1.2952","1.2980","1.2910","","-0.02%"
"10/19/2020","1.2947","1.2915","1.3025","1.2889","","0.26%"
"10/16/2020","1.2913","1.2916","1.2963","1.2863","","-0.01%"
"10/15/2020","1.2914","1.3010","1.3031","1.2890","","-0.75%"
"10/14/2020","1.3011","1.2938","1.3066","1.2862","","0.60%"
"10/13/2020","1.2934","1.3064","1.3074","1.2922","","-1.00%"
"10/12/2020","1.3064","1.3028","1.3084","1.3004","","0.14%"
"10/09/2020","1.3046","1.2935","1.3051","1.2920","","0.87%"
"10/08/2020","1.2933","1.2919","1.2972","1.2890","","0.12%"
"10/07/2020","1.2918","1.2886","1.2931","1.2845","","0.32%"
"10/06/2020","1.2877","1.2978","1.3008","1.2866","","-0.77%"
"10/05/2020","1.2977","1.2933","1.2991","1.2899","","0.36%"
"10/02/2020","1.2931","1.2893","1.2955","1.2837","","0.33%"
"10/01/2020","1.2889","1.2919","1.2980","1.2818","","-0.21%"
"09/30/2020","1.2916","1.2864","1.2944","1.2806","","0.43%"
"09/29/2020","1.2861","1.2836","1.2903","1.2822","","0.27%"
"09/28/2020","1.2827","1.2747","1.2927","1.2744","","0.64%"
"09/25/2020","1.2745","1.2754","1.2806","1.2687","","-0.03%"
"09/24/2020","1.2749","1.2724","1.2782","1.2689","","0.21%"
"09/23/2020","1.2722","1.2733","1.2778","1.2674","","-0.07%"
"09/22/2020","1.2731","1.2812","1.2868","1.2710","","-0.65%"
"09/21/2020","1.2814","1.2924","1.2967","1.2774","","-0.78%"
"09/18/2020","1.2915","1.2973","1.3001","1.2915","","-0.44%"
"09/17/2020","1.2972","1.2966","1.3000","1.2865","","0.05%"
"09/16/2020","1.2965","1.2889","1.3008","1.2874","","0.61%"
"09/15/2020","1.2886","1.2841","1.2927","1.2815","","0.33%"
"09/14/2020","1.2844","1.2803","1.2920","1.2775","","0.40%"
"09/11/2020","1.2793","1.2800","1.2866","1.2763","","-0.08%"
"09/10/2020","1.2803","1.3003","1.3036","1.2773","","-1.52%"
"09/09/2020","1.3000","1.2981","1.3024","1.2884","","0.10%"
"09/08/2020","1.2987","1.3170","1.3180","1.2980","","-1.36%"
"09/07/2020","1.3166","1.3274","1.3285","1.3140","","-0.87%"
"09/04/2020","1.3282","1.3282","1.3320","1.3175","","0.02%"
"09/03/2020","1.3280","1.3349","1.3358","1.3242","","-0.54%"
"09/02/2020","1.3352","1.3383","1.3404","1.3283","","-0.22%"
